age,sex,race,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,two_year_recid,length_of_stay,class
25,Female,African-American,5,1,M,0,0,0,0,High
22,Female,Caucasian,2,1,F,0,0,0,0,Low
32,Male,African-American,7,1,F,0,0,0,0,Low
44,Male,African-American,0,1,M,0,0,0,2,Low
28,Male,African-American,1,90,F,0,0,0,48,Low
60,Male,African-American,3,1,M,0,0,0,0,Low
49,Male,Caucasian,0,0,F,0,0,0,1,Low
32,Male,African-American,9,59,F,0,0,0,57,Low
30,Male,African-American,10,0,M,1,1,1,1,Low
52,Male,Caucasian,0,1,F,0,0,0,1,Low
27,Female,African-American,1,1,M,0,0,0,0,High
34,Male,African-American,0,1,F,0,0,0,1,High
55,Male,African-American,5,1,F,1,1,1,3,Low
37,Male,African-American,6,1,M,0,0,0,0,Medium
33,Male,African-American,0,1,M,0,0,0,0,Medium
22,Male,African-American,0,1,F,1,0,1,0,Medium
27,Female,African-American,0,0,M,0,0,0,1,Low
20,Male,African-American,0,1,F,1,0,1,0,Medium
33,Male,Caucasian,0,1,F,0,0,0,53,Low
26,Male,African-American,0,1,M,0,0,0,2,Low
29,Male,African-American,0,1,M,0,0,0,1,Medium
32,Male,African-American,1,0,M,0,0,0,0,Low
37,Male,Caucasian,4,0,M,0,0,0,0,Low
31,Male,African-American,15,0,F,0,0,0,104,High
29,Male,African-American,6,1,F,1,0,1,0,High
31,Male,African-American,6,0,F,0,0,0,41,Low
36,Female,Caucasian,2,1,F,0,0,0,1,Low
35,Male,African-American,4,309,M,0,0,0,6,Medium
37,Female,African-American,1,11,F,0,0,0,8,Low
34,Male,Caucasian,5,1,M,1,1,1,6,Low
20,Male,Caucasian,1,1,M,1,0,1,1,Medium
50,Female,African-American,12,316,M,1,1,1,434,Medium
24,Male,Caucasian,8,1,F,1,0,1,35,High
29,Male,African-American,8,1,M,1,0,1,0,High
45,Female,African-American,1,4,F,0,0,0,2,Low
34,Male,Caucasian,2,1,F,1,0,1,0,Medium
70,Male,African-American,0,1,M,0,0,0,1,Low
26,Male,African-American,2,607,F,0,0,0,37,Low
23,Male,African-American,4,1,F,0,0,0,3,High
27,Male,Caucasian,5,12,M,0,0,0,2,Low
44,Male,Caucasian,6,1,F,1,0,1,118,Medium
23,Male,African-American,2,334,M,1,1,1,100,Low
26,Male,African-American,0,1,M,0,0,0,0,Medium
23,Female,Caucasian,2,1,M,0,0,0,0,Medium
27,Male,African-American,3,1,F,1,0,1,7,High
46,Female,Caucasian,1,1,F,1,1,0,25,Low
27,Female,African-American,1,0,F,0,0,0,26,Medium
45,Male,Caucasian,7,1,F,0,0,0,1,Low
42,Male,African-American,1,12,M,0,0,0,7,Medium
24,Female,Caucasian,3,1,M,1,0,1,0,Medium
20,Male,African-American,2,1,F,1,0,1,2,High
49,Male,Caucasian,3,0,F,0,0,0,0,Low
29,Male,Caucasian,8,149,M,1,0,1,78,High
29,Male,Hispanic,0,0,F,0,0,0,1,Low
52,Female,Caucasian,1,8,F,0,0,0,3,Low
37,Male,Hispanic,4,0,M,1,1,1,1,Low
26,Male,African-American,1,1,M,1,0,0,7,Low
53,Male,African-American,15,1,F,1,0,1,80,Low
47,Male,Hispanic,1,27,F,0,0,0,17,Low
38,Male,African-American,0,1,M,1,0,1,749,High
25,Male,African-American,1,0,F,0,0,0,1,Medium
21,Male,African-American,1,1,F,1,1,1,5,High
48,Male,African-American,0,0,M,0,0,0,1,Low
40,Female,Caucasian,1,55,F,0,0,0,0,Low
24,Female,Other,0,1,F,0,0,0,1,Low
22,Male,African-American,0,1,F,1,1,1,0,Low
36,Male,African-American,4,1,M,0,0,0,0,High
38,Male,Caucasian,2,0,M,0,0,0,28,Low
23,Male,Other,0,0,F,1,0,1,3,Low
54,Male,Other,2,1,M,0,0,0,0,Low
24,Male,Hispanic,1,0,F,0,0,0,10,Low
44,Female,Caucasian,0,1,M,1,1,1,0,Low
23,Female,African-American,2,1,F,1,0,1,0,Medium
64,Male,Caucasian,0,1,M,0,0,0,0,Low
38,Male,Caucasian,5,18,M,1,0,1,0,Medium
45,Female,Other,0,1,M,0,0,0,0,Low
49,Male,African-American,1,1,F,0,0,0,5,Medium
45,Female,African-American,3,1,F,0,0,0,0,Medium
33,Male,Asian,0,1,M,0,0,0,0,Low
44,Male,Hispanic,2,1,F,0,0,0,1,Low
51,Male,African-American,3,1,F,0,0,0,3,Low
50,Male,African-American,0,0,F,0,0,0,0,Low
33,Male,Caucasian,2,22,M,0,0,0,21,Low
54,Female,Caucasian,0,1,M,0,0,0,29,Low
28,Male,Hispanic,3,1,F,1,0,1,0,Medium
33,Male,Caucasian,14,78,F,0,0,0,70,High
42,Male,African-American,17,1,M,1,0,1,51,Medium
34,Male,Caucasian,3,1,F,0,0,0,1,Low
38,Male,Caucasian,2,1,F,1,0,1,9,Low
21,Male,African-American,1,1,F,1,1,1,1,High
33,Male,African-American,5,0,F,0,0,0,1,Low
32,Male,African-American,9,1,M,1,1,1,23,Medium
45,Male,Caucasian,1,0,M,0,0,0,1,Low
30,Male,Caucasian,1,1,F,1,0,1,33,High
29,Female,African-American,0,1,F,0,0,0,1,High
44,Male,African-American,3,86,M,0,0,0,1,Low
51,Female,Caucasian,0,1,M,1,0,1,7,Low
28,Female,African-American,0,1,F,0,0,0,0,Low
27,Male,Caucasian,1,1,F,0,0,0,0,Low
28,Male,Hispanic,16,1,F,1,0,1,29,High
30,Female,African-American,0,0,F,0,0,0,1,Low
32,Male,African-American,0,1,M,0,0,0,1,Medium
27,Male,Caucasian,5,1,F,0,0,0,0,Low
21,Male,Hispanic,1,1,F,1,0,1,2,Medium
21,Male,African-American,0,1,F,0,0,0,1,Medium
34,Female,Caucasian,0,1,F,1,0,1,62,Low
24,Male,African-American,7,1,F,1,0,1,199,High
32,Male,Caucasian,0,1,M,0,0,0,19,Low
38,Female,Caucasian,5,1,F,1,0,1,41,Medium
56,Male,African-American,3,28,M,0,0,0,14,Low
44,Female,African-American,0,1,M,0,0,0,1,Low
31,Male,African-American,1,1,M,1,0,1,0,Medium
25,Female,Caucasian,6,1,F,0,0,0,24,Medium
20,Female,African-American,0,1,M,0,0,0,0,Medium
35,Male,African-American,1,1,M,0,0,0,1,Medium
33,Male,African-American,1,1,F,1,0,1,0,Low
24,Male,African-American,0,1,M,0,0,0,1,Low
40,Female,Hispanic,2,7,M,0,0,0,3,Low
27,Male,African-American,9,0,F,1,0,1,0,High
21,Female,African-American,2,72,M,0,0,0,0,Low
38,Male,African-American,9,1,F,1,1,1,1,Medium
20,Male,Caucasian,0,1,F,1,0,1,1,Medium
30,Male,African-American,9,1,F,1,0,1,1,Low
36,Male,Caucasian,9,0,F,1,1,1,19,Medium
23,Male,African-American,2,1,M,1,0,1,7,High
39,Male,African-American,21,1,F,1,0,1,0,High
32,Male,African-American,3,1,M,0,0,0,0,Medium
29,Male,Caucasian,3,1,F,1,0,1,0,Medium
58,Male,Caucasian,2,1,M,1,0,1,0,Low
23,Male,Hispanic,2,1,F,0,0,0,35,Medium
23,Male,Caucasian,3,1,M,1,1,1,26,High
68,Female,African-American,5,4,F,0,0,0,0,Low
26,Female,Caucasian,2,0,M,0,0,0,0,Medium
51,Male,African-American,0,1,F,1,1,1,1,Low
25,Male,African-American,0,1,M,0,0,0,0,Low
40,Male,African-American,5,0,F,1,0,1,55,High
51,Male,African-American,14,11,F,0,0,0,7,Medium
27,Male,African-American,2,1,M,1,0,1,15,Medium
49,Male,African-American,11,1,M,1,0,1,32,Medium
36,Male,Other,0,1,M,0,0,0,2,Low
28,Male,Caucasian,5,76,M,0,0,0,6,Medium
20,Male,African-American,0,4,F,0,0,0,3,Low
21,Male,African-American,2,0,F,1,0,1,86,High
31,Female,African-American,0,0,F,0,0,0,1,Low
57,Male,African-American,0,0,M,0,0,0,0,Low
61,Female,Caucasian,8,0,F,1,0,1,30,Low
35,Male,Hispanic,3,23,F,1,1,1,9,Low
54,Male,African-American,3,1,F,1,0,1,2,Medium
39,Male,Caucasian,0,1,F,0,0,0,1,Low
24,Male,African-American,1,1,F,0,0,0,33,Medium
29,Female,Hispanic,0,1,F,1,1,1,1,Low
48,Male,African-American,8,1,F,1,0,1,11,High
30,Male,African-American,6,0,M,1,0,1,0,Medium
26,Male,African-American,10,1,F,1,0,1,1,High
36,Male,Caucasian,2,1,F,0,0,0,0,Medium
37,Male,African-American,12,0,F,1,0,1,0,High
26,Male,African-American,4,0,F,1,1,1,45,Medium
29,Male,African-American,7,0,M,1,0,1,8,High
26,Male,African-American,1,1,M,1,0,1,29,Medium
60,Male,African-American,2,0,F,0,0,0,0,Low
27,Male,Caucasian,2,1,F,1,0,1,0,Medium
41,Male,African-American,16,379,F,1,0,1,1,Medium
22,Male,Caucasian,1,1,F,0,0,0,0,Medium
28,Male,African-American,3,0,F,0,0,0,0,Medium
33,Male,African-American,13,0,F,1,0,1,0,Medium
28,Male,African-American,2,1,F,1,0,0,125,Low
55,Male,Caucasian,0,1,M,1,1,1,1,Low
21,Male,African-American,6,19,F,1,0,1,0,High
28,Male,Hispanic,2,1,F,1,1,1,1,Low
22,Female,Hispanic,0,1,M,0,0,0,0,Low
29,Female,Caucasian,6,2,F,1,0,1,67,Medium
45,Male,African-American,5,230,F,0,0,0,1,Low
24,Male,African-American,2,0,M,1,0,1,49,High
50,Male,African-American,12,22,F,1,0,1,1,Low
24,Male,African-American,1,1,M,1,1,1,1,Medium
47,Male,African-American,1,1,F,0,0,0,49,Low
57,Male,Caucasian,1,1,M,0,0,0,0,Low
54,Male,Caucasian,6,0,F,0,0,0,0,Low
42,Female,Caucasian,0,1,M,0,0,0,1,Low
35,Male,Caucasian,5,20,F,0,0,0,0,Low
30,Male,African-American,0,1,F,1,0,1,1,Low
53,Male,Caucasian,1,1,F,0,0,0,0,Low
31,Female,African-American,2,1,M,0,0,0,2,Low
83,Male,Caucasian,4,1,F,0,0,0,0,Low
46,Male,Hispanic,15,1,F,0,0,0,0,Medium
31,Male,African-American,0,1,F,1,0,1,1,Low
23,Male,Other,4,1,F,0,0,0,2,High
47,Male,African-American,9,1,F,1,0,0,64,Low
31,Male,Hispanic,4,1,F,0,0,0,0,Medium
50,Male,African-American,0,1,M,0,0,0,0,High
24,Male,African-American,9,1,M,1,0,1,3,High
22,Female,African-American,2,1,F,0,0,0,2,High
45,Male,Hispanic,1,22,M,0,0,0,0,Low
30,Female,African-American,2,1,F,0,0,0,0,Low
30,Male,Other,5,1,M,1,0,1,5,High
36,Male,African-American,4,1,M,0,0,0,0,Low
43,Female,Caucasian,22,1,M,1,0,1,26,High
50,Male,African-American,0,0,M,0,0,0,0,Low
24,Female,Other,2,1,F,1,1,1,1,Low
42,Female,Caucasian,3,3,F,0,0,0,0,Medium
29,Female,Caucasian,1,1,F,1,0,1,13,Medium
28,Female,Hispanic,2,1,F,0,0,0,0,Low
31,Male,Hispanic,0,0,M,0,0,0,1,Low
25,Male,African-American,5,1,F,1,1,1,54,High
36,Male,African-American,4,0,F,0,0,0,1,Medium
24,Male,African-American,1,1,M,1,0,1,2,Medium
28,Male,Caucasian,5,0,F,0,0,0,0,Medium
31,Male,Caucasian,0,1,M,1,1,1,0,Low
23,Male,African-American,0,1,F,0,0,0,3,Low
29,Male,Caucasian,4,1,M,1,1,1,7,Medium
51,Male,African-American,11,1,M,1,0,1,79,Medium
34,Male,African-American,1,1,F,0,0,0,1,Medium
29,Male,African-American,12,0,F,1,0,1,0,Low
39,Male,African-American,13,1,F,1,0,1,1,High
36,Female,Hispanic,0,0,M,0,0,0,0,Low
59,Male,African-American,15,1,M,1,0,1,14,Medium
23,Male,African-American,3,1,F,1,1,1,0,High
31,Male,African-American,15,0,F,0,0,0,1,High
53,Male,Caucasian,0,0,M,0,0,0,1,Low
34,Male,African-American,12,0,F,0,0,0,34,Medium
63,Female,African-American,1,0,F,0,0,0,0,Low
21,Male,Other,0,1,F,1,0,1,0,Low
21,Female,African-American,0,0,F,1,1,1,0,Medium
47,Male,Caucasian,28,1,F,1,0,1,33,High
34,Male,African-American,7,0,F,1,0,1,1,Medium
43,Male,African-American,1,1,M,0,0,0,0,Low
58,Male,Caucasian,4,0,F,1,1,1,0,Medium
40,Female,Hispanic,4,0,F,1,0,1,5,Low
36,Male,African-American,16,8,F,1,0,1,8,High
23,Female,African-American,0,1,M,1,1,0,1,Low
34,Male,African-American,5,1,F,1,0,1,0,Low
56,Male,Caucasian,13,13,F,0,0,0,6,Low
52,Female,Caucasian,0,6,F,0,0,0,0,Low
56,Male,African-American,0,1,F,0,0,0,6,Low
37,Female,African-American,0,1,M,0,0,0,1,Low
50,Female,Caucasian,0,0,M,0,0,0,1,Low
25,Male,African-American,1,1,F,1,0,1,0,Low
22,Male,African-American,0,1,F,1,1,1,0,Medium
43,Female,Caucasian,0,0,M,1,1,1,0,Low
30,Male,Caucasian,1,1,M,0,0,0,35,Low
29,Male,Asian,0,1,F,0,0,0,0,Low
24,Male,Caucasian,0,1,F,0,0,0,0,Low
29,Male,African-American,7,1,M,1,1,1,0,High
27,Female,Caucasian,3,1,F,0,0,0,0,Low
24,Female,Caucasian,0,2,F,0,0,0,0,Low
74,Female,African-American,0,1,F,0,0,0,0,Low
27,Male,African-American,8,0,M,1,1,1,0,Medium
37,Male,Hispanic,1,1,F,1,0,1,0,Low
39,Male,African-American,8,197,F,1,0,1,4,High
29,Male,Caucasian,5,0,F,0,0,0,0,Low
25,Male,African-American,0,1,M,1,0,1,0,Low
35,Female,African-American,5,1,F,0,0,0,0,Low
29,Male,African-American,1,1,M,1,0,1,99,Medium
36,Male,Caucasian,1,1,F,0,0,0,1,Low
61,Male,African-American,13,64,F,1,0,1,66,Low
26,Male,Caucasian,2,0,F,0,0,0,1,Low
28,Male,African-American,1,1,M,0,0,0,0,Medium
26,Female,African-American,1,1,F,0,0,0,1,Medium
39,Female,Caucasian,11,1,F,1,0,1,1,Medium
22,Male,African-American,3,1,F,1,0,1,1,Low
28,Male,Caucasian,0,1,F,0,0,0,1,Low
51,Male,Caucasian,1,2,F,1,1,1,0,Low
35,Female,Hispanic,0,1,M,0,0,0,1,Low
23,Female,African-American,0,1,M,0,0,0,1,Low
29,Male,African-American,6,0,F,1,0,1,0,Medium
20,Male,Other,0,1,F,1,0,1,1,Low
24,Male,African-American,1,1,M,1,0,1,6,High
23,Female,Hispanic,2,1,M,0,0,0,1,Low
33,Female,African-American,5,1,F,0,0,0,186,Medium
21,Male,Caucasian,1,1,F,1,0,1,0,Low
59,Male,Caucasian,3,3,M,0,0,0,2,Low
26,Male,Caucasian,4,0,F,1,1,1,2,Low
36,Male,Caucasian,0,1,M,1,0,0,0,Low
38,Male,Other,2,1,F,0,0,0,0,Low
19,Male,Caucasian,5,31,M,1,0,1,28,High
28,Male,Hispanic,2,1,F,0,0,0,3,High
23,Male,Hispanic,2,1,F,1,0,1,58,Medium
21,Male,African-American,1,1,F,1,0,1,1,Medium
52,Male,African-American,0,1,M,1,0,1,1,Low
56,Male,African-American,12,1,F,1,0,1,1,Medium
40,Male,Caucasian,1,1,M,0,0,0,1,Low
48,Female,Caucasian,8,26,M,1,0,1,23,Low
24,Male,African-American,2,561,M,0,0,0,0,Medium
26,Female,African-American,0,1,F,0,0,0,0,Low
59,Male,African-American,5,1,M,0,0,0,0,Medium
66,Male,Caucasian,1,14,F,1,0,1,4,Low
54,Female,African-American,6,1,F,0,0,0,1,Low
31,Male,Caucasian,4,1,M,1,1,1,26,Medium
34,Male,Caucasian,0,1,F,1,1,0,0,Low
25,Male,African-American,9,1,F,1,0,1,84,High
47,Male,Caucasian,2,7,F,0,0,0,6,Low
51,Male,African-American,12,1,F,1,1,1,0,High
25,Male,Caucasian,1,23,F,0,0,0,1,Low
25,Male,Other,0,1,F,1,1,1,20,Low
31,Female,African-American,2,1,F,1,0,1,0,Low
44,Male,Hispanic,2,367,F,1,1,1,0,Low
36,Male,Caucasian,1,1,F,1,1,0,0,Low
77,Male,Caucasian,3,1,F,0,0,0,0,Low
49,Male,Caucasian,0,0,M,0,0,0,1,Low
31,Male,African-American,0,1,F,0,0,0,0,Medium
30,Male,Caucasian,1,1,F,0,0,0,0,Low
29,Male,African-American,3,1,F,1,0,1,0,High
53,Female,Caucasian,6,1,F,1,0,1,10,Medium
21,Male,African-American,1,1,F,1,1,1,456,High
21,Male,African-American,0,1,F,0,0,0,0,Low
27,Female,African-American,1,0,F,1,0,1,0,Medium
65,Female,African-American,0,1,F,0,0,0,0,Low
59,Female,Caucasian,0,1,M,0,0,0,0,Low
59,Male,African-American,0,1,M,0,0,0,1,Low
24,Male,African-American,0,1,M,0,0,0,3,Medium
40,Male,African-American,0,0,F,0,0,0,1,Low
51,Male,African-American,0,1,F,1,0,1,2,Low
34,Male,African-American,10,1,F,1,1,1,0,High
30,Male,Hispanic,1,0,F,1,0,1,1,Low
52,Male,African-American,1,1,F,0,0,0,0,Low
29,Male,Caucasian,1,39,F,1,0,1,33,Low
24,Male,African-American,15,31,F,1,1,1,4,High
38,Male,African-American,2,1,F,1,1,1,2,Low
22,Female,African-American,0,6,F,0,0,0,0,High
43,Male,African-American,0,1,F,0,0,0,3,Medium
32,Male,Caucasian,5,0,F,1,0,1,55,High
55,Male,African-American,0,1,F,0,0,0,1,Low
26,Male,African-American,2,1,F,1,0,0,8,Low
23,Male,Caucasian,1,1,M,0,0,0,0,Low
47,Female,Other,0,1,F,0,0,0,3,Low
28,Male,Caucasian,1,1,M,1,0,1,0,Low
27,Male,Hispanic,0,0,F,1,0,1,0,Low
61,Male,Hispanic,2,1,F,1,0,1,3,Low
26,Male,African-American,0,1,F,0,0,0,2,Low
41,Male,Hispanic,1,38,M,0,0,0,29,Low
28,Female,Caucasian,1,0,M,1,0,1,0,Medium
43,Male,African-American,0,1,F,1,0,1,1,Medium
30,Male,Caucasian,3,225,F,0,0,0,70,Low
33,Male,African-American,21,6,M,1,0,1,6,Medium
21,Male,Caucasian,0,1,M,0,0,0,0,Low
32,Female,Caucasian,0,1,M,0,0,0,1,Low
22,Male,African-American,1,0,F,1,0,1,0,Low
51,Male,African-American,3,0,F,0,0,0,0,Low
20,Male,African-American,2,1,F,1,0,1,129,High
35,Male,Caucasian,2,1,F,0,0,0,1,Low
37,Female,African-American,3,1,F,0,0,0,29,Low
28,Male,African-American,0,2,M,1,0,1,0,Medium
41,Male,Caucasian,3,1,M,1,0,1,1,Medium
24,Male,African-American,0,1,M,1,1,1,1,High
33,Female,African-American,3,1,M,0,0,0,2,Low
25,Male,African-American,4,102,F,1,0,1,0,High
30,Female,Caucasian,4,1,F,0,0,0,29,Medium
20,Male,African-American,1,0,F,1,0,1,6,Medium
42,Female,African-American,1,10,F,0,0,0,1,Low
40,Female,African-American,15,1,F,1,1,1,65,Medium
39,Male,African-American,0,1,F,1,0,1,0,Low
21,Male,African-American,0,0,F,0,0,0,3,Medium
39,Male,Caucasian,2,2,F,1,0,1,1,Low
24,Male,Caucasian,0,0,F,0,0,0,0,Low
41,Male,African-American,0,1,F,0,0,0,0,Low
39,Male,African-American,1,1,F,0,0,0,1,Low
24,Female,African-American,3,1,F,0,0,0,0,High
24,Female,African-American,1,23,F,0,0,0,0,Low
29,Male,African-American,0,1,M,1,0,1,1,Low
39,Male,African-American,35,45,F,0,0,0,3,High
25,Male,Caucasian,2,12,M,1,0,1,11,Medium
23,Female,Caucasian,0,1,F,1,0,1,1,Medium
22,Male,African-American,1,0,F,1,0,1,0,High
26,Female,Other,4,1,M,1,1,1,1,Medium
26,Male,African-American,3,1,M,1,0,1,205,High
24,Female,African-American,3,1,M,1,0,1,2,Medium
44,Male,African-American,0,1,M,0,0,0,34,Medium
36,Male,Caucasian,1,19,F,1,0,1,18,Low
39,Male,Caucasian,10,1,F,1,0,1,1,High
42,Male,Caucasian,0,1,F,0,0,0,0,Low
45,Male,Caucasian,1,2,M,0,0,0,1,Low
25,Male,African-American,7,1,F,1,1,1,20,High
28,Female,Caucasian,7,606,F,0,0,0,144,High
33,Male,Caucasian,0,1,F,0,0,0,5,Low
25,Male,Caucasian,0,1,M,0,0,0,3,Low
32,Male,African-American,5,10,F,0,0,0,9,Low
23,Male,African-American,0,1,F,0,0,0,3,Medium
39,Male,Caucasian,0,1,M,0,0,0,1,Medium
27,Male,African-American,12,1,F,1,1,1,1,High
35,Female,Caucasian,4,1,M,0,0,0,1,Medium
23,Male,African-American,1,58,F,0,0,0,2,Medium
38,Female,African-American,0,0,M,0,0,0,0,Low
30,Male,African-American,4,10,F,0,0,0,7,Low
30,Male,Caucasian,1,1,F,0,0,0,28,Medium
30,Female,Caucasian,0,0,M,0,0,0,0,High
26,Male,African-American,18,1,F,1,0,1,197,High
31,Male,African-American,2,1,F,1,0,0,2,Low
41,Female,Caucasian,1,1,M,0,0,0,0,Low
34,Male,Other,0,1,F,0,0,0,108,Low
25,Female,African-American,0,1,M,0,0,0,44,Medium
26,Female,Caucasian,1,13,F,0,0,0,8,Medium
38,Male,African-American,2,0,F,1,0,1,9,Medium
37,Female,African-American,0,1,M,0,0,0,0,Low
34,Male,Caucasian,3,1,M,0,0,0,0,Medium
44,Male,Hispanic,7,42,F,1,0,1,26,Low
38,Female,Hispanic,0,1,F,0,0,0,25,Low
31,Female,African-American,0,1,M,0,0,0,2,Medium
29,Female,Caucasian,0,0,M,0,0,0,0,Low
20,Male,Caucasian,1,28,F,1,0,1,15,High
22,Male,African-American,0,1,F,0,0,0,1,Low
51,Female,Hispanic,0,3,M,0,0,0,0,Low
24,Male,African-American,2,1,M,1,0,1,0,Low
47,Male,African-American,0,1,F,1,1,1,1,High
36,Female,African-American,1,1,F,1,0,1,6,Medium
21,Male,African-American,1,1,M,0,0,0,1,Low
25,Male,African-American,3,1,M,1,0,1,80,High
23,Male,African-American,5,1,F,1,1,1,4,High
23,Male,Other,0,1,M,0,0,0,0,Low
24,Female,Caucasian,0,1,M,0,0,0,0,High
35,Male,Caucasian,2,1,F,1,0,1,2,Low
23,Female,Hispanic,0,2,M,0,0,0,0,Low
19,Female,African-American,0,1,M,1,1,1,1,Low
32,Male,Caucasian,0,1,F,1,1,1,5,Low
39,Female,Caucasian,0,3,M,1,1,1,0,Low
30,Male,African-American,12,0,F,1,0,1,9,High
33,Male,African-American,2,1,F,0,0,0,258,Medium
20,Male,Caucasian,0,1,M,1,0,1,0,Low
36,Female,Caucasian,0,1,M,0,0,0,0,Low
61,Male,Hispanic,1,81,F,0,0,0,81,Low
29,Male,African-American,8,1,F,1,0,1,2,High
40,Female,Caucasian,0,0,F,0,0,0,0,Low
53,Male,African-American,4,4,F,0,0,0,1,Medium
28,Female,Caucasian,0,1,M,0,0,0,0,Low
38,Male,Hispanic,2,0,M,0,0,0,29,Low
27,Male,African-American,9,1,F,1,0,1,1,High
55,Male,Caucasian,0,1,F,0,0,0,0,Low
22,Male,African-American,1,1,M,0,0,0,1,Medium
34,Female,African-American,1,1,F,0,0,0,2,Low
55,Male,Caucasian,1,17,M,0,0,0,4,Low
24,Male,Hispanic,2,0,F,1,1,0,91,High
47,Female,African-American,21,1,M,1,0,1,21,High
41,Male,Other,0,0,M,0,0,0,0,Low
41,Male,Hispanic,0,2,F,0,0,0,0,Low
61,Male,African-American,12,1,F,0,0,0,241,Low
57,Male,African-American,3,0,F,0,0,0,1,Low
38,Female,Caucasian,2,1,M,0,0,0,0,Low
25,Male,Caucasian,13,1,F,1,0,1,5,Low
23,Male,African-American,0,1,F,1,1,1,0,Low
23,Male,Caucasian,3,1,F,0,0,0,9,Medium
20,Male,African-American,0,1,F,0,0,0,0,Low
44,Male,Caucasian,1,1,F,0,0,0,1,High
38,Female,Caucasian,1,23,M,0,0,0,1,Low
56,Male,African-American,5,1,F,1,0,1,597,Low
43,Male,Caucasian,2,0,F,1,0,1,5,Low
22,Male,African-American,0,1,F,1,0,1,149,Low
31,Male,African-American,6,54,F,1,0,1,53,High
32,Male,Other,0,1,F,0,0,0,1,Low
29,Male,African-American,0,0,F,0,0,0,1,Medium
22,Male,African-American,1,0,F,1,0,1,103,High
23,Male,African-American,3,1,F,1,1,1,44,High
24,Male,Caucasian,1,23,F,0,0,0,2,Low
45,Male,Other,0,0,M,0,0,0,1,Low
21,Male,African-American,2,1,F,0,0,0,1,High
29,Female,African-American,0,0,M,0,0,0,1,Low
51,Female,Caucasian,0,1,M,1,0,1,1,Low
36,Male,Hispanic,2,1,M,1,0,1,1,Low
25,Male,African-American,1,0,F,0,0,0,0,Low
46,Male,Hispanic,13,1,F,0,0,0,141,Low
62,Male,African-American,22,0,F,1,0,1,33,High
25,Male,African-American,0,1,F,1,0,1,0,Low
27,Male,Caucasian,2,1,F,0,0,0,1,Low
49,Male,African-American,0,1,M,1,0,0,0,Low
22,Female,Caucasian,3,1,F,1,0,1,2,High
34,Female,Caucasian,9,84,M,1,0,1,0,High
37,Male,Hispanic,1,1,F,0,0,0,2,Low
21,Male,Caucasian,0,1,F,1,1,1,1,Low
51,Male,Caucasian,3,125,M,1,0,1,0,Low
39,Female,Caucasian,2,1,F,1,0,1,0,Medium
43,Male,African-American,8,1,F,1,0,1,1,Low
22,Male,African-American,0,0,M,1,0,1,0,Medium
28,Female,African-American,4,1,F,0,0,0,2,Medium
43,Male,Caucasian,0,1,F,1,0,1,0,High
27,Male,Caucasian,7,1,F,1,0,1,0,High
27,Male,Other,0,1,F,1,0,1,54,Low
31,Male,Caucasian,1,1,F,1,0,1,1,Low
28,Female,African-American,0,0,M,0,0,0,0,Low
58,Male,Caucasian,3,4,M,0,0,0,0,Low
22,Male,Caucasian,0,1,F,1,1,1,6,Low
21,Male,Hispanic,0,1,M,1,0,1,0,High
31,Male,African-American,5,1,F,1,0,0,2,Low
33,Male,African-American,0,0,F,0,0,0,40,Low
26,Male,African-American,6,0,M,1,0,1,1,High
23,Female,African-American,1,0,M,0,0,0,1,Medium
32,Male,Caucasian,11,1,F,0,0,0,141,High
57,Male,African-American,2,1,F,0,0,0,0,Low
22,Male,Caucasian,0,0,F,0,0,0,1,High
35,Female,African-American,2,1,F,0,0,0,1,Low
47,Male,Caucasian,1,0,F,1,0,1,81,Medium
35,Male,Hispanic,2,14,F,0,0,0,13,Low
29,Male,African-American,17,1,F,1,0,1,1,High
54,Female,Caucasian,1,7,M,0,0,0,4,Low
29,Male,Caucasian,0,1,F,0,0,0,89,High
28,Female,Other,0,1,M,1,0,1,0,Low
51,Male,African-American,17,2,F,1,0,1,0,High
36,Female,African-American,0,0,M,0,0,0,0,Medium
35,Male,Caucasian,3,1,M,1,0,1,9,Low
20,Male,African-American,1,1,F,1,0,1,1,Low
25,Male,African-American,0,0,F,0,0,0,2,Medium
29,Male,African-American,2,1,M,0,0,0,1,Medium
31,Male,Hispanic,0,0,F,1,1,1,1,High
62,Male,African-American,4,1,F,0,0,0,0,Low
39,Male,Caucasian,0,0,M,0,0,0,0,Low
30,Male,African-American,1,1,F,1,0,1,132,Low
23,Female,African-American,0,0,F,0,0,0,0,Medium
23,Female,African-American,1,1,F,0,0,0,0,Low
37,Female,Hispanic,0,3,M,0,0,0,0,Low
30,Male,African-American,21,0,F,1,0,1,0,Medium
33,Male,African-American,18,1,F,1,0,1,0,High
20,Male,Hispanic,0,2,M,1,0,1,0,Low
61,Female,African-American,1,79,F,0,0,0,51,Medium
30,Male,African-American,9,1,F,1,1,1,8,Medium
23,Male,African-American,1,1,F,0,0,0,35,Medium
27,Female,African-American,0,2,F,1,1,1,0,Low
38,Male,African-American,10,1,M,0,0,0,0,Medium
42,Male,African-American,1,1,F,0,0,0,1,Low
31,Male,African-American,0,1,F,0,0,0,0,Low
23,Male,African-American,2,1,F,1,0,1,6,High
31,Male,Caucasian,1,1,F,1,0,1,39,Low
43,Male,African-American,1,1,M,1,1,1,5,Medium
